file_path,label,track_id,bpm,dataset,filename
/home/jupyter/datasphere/project/medi_fma/fma_medium/025/025008.mp3,025008.mp3,25008.0,200,FMA,
/home/jupyter/datasphere/project/data/genres_original/blues/blues.00011.wav,blues,,161,gtzan,blues.00011.wav
/home/jupyter/datasphere/project/medi_fma/fma_medium/005/005258.mp3,005258.mp3,5258.0,91,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/099/099020.mp3,099020.mp3,99020.0,146,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/056/056839.mp3,056839.mp3,56839.0,96,FMA,
/home/jupyter/datasphere/project/data/genres_original/country/country.00044.wav,country,,78,gtzan,country.00044.wav
/home/jupyter/datasphere/project/medi_fma/fma_medium/006/006770.mp3,006770.mp3,6770.0,238,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/049/049537.mp3,049537.mp3,49537.0,90,FMA,
/home/jupyter/datasphere/project/data/genres_original/pop/pop.00016.wav,pop,,108,gtzan,pop.00016.wav
/home/jupyter/datasphere/project/ballroom_data/BallroomData/Quickstep/Media-104516.wav,,,103,ballroom,
/home/jupyter/datasphere/project/medi_fma/fma_medium/021/021965.mp3,021965.mp3,21965.0,66,FMA,
/home/jupyter/datasphere/project/data_groove/groove-v1.0.0/groove/drummer7/125_rock_93_fill_4-4.wav,,,93,groove,125_rock_93_fill_4-4.wav
/home/jupyter/datasphere/project/medi_fma/fma_medium/099/099036.mp3,099036.mp3,99036.0,101,FMA,
/home/jupyter/datasphere/project/data/genres_original/reggae/reggae.00047.wav,reggae,,144,gtzan,reggae.00047.wav
/home/jupyter/datasphere/project/medi_fma/fma_medium/049/049846.mp3,049846.mp3,49846.0,86,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/007/007527.mp3,007527.mp3,7527.0,162,FMA,
/home/jupyter/datasphere/project/ballroom_data/BallroomData/Tango/Albums-Step_By_Step-06.wav,,,129,ballroom,
/home/jupyter/datasphere/project/medi_fma/fma_medium/011/011612.mp3,011612.mp3,11612.0,122,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/052/052354.mp3,052354.mp3,52354.0,152,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/001/001042.mp3,001042.mp3,1042.0,137,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/010/010621.mp3,010621.mp3,10621.0,131,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/020/020362.mp3,020362.mp3,20362.0,120,FMA,
/home/jupyter/datasphere/project/data_groove/groove-v1.0.0/groove/drummer7/39_hiphop_100_beat_4-4.wav,,,100,groove,39_hiphop_100_beat_4-4.wav
/home/jupyter/datasphere/project/data/genres_original/hiphop/hiphop.00013.wav,hiphop,,103,gtzan,hiphop.00013.wav
/home/jupyter/datasphere/project/ballroom_data/BallroomData/VienneseWaltz/Media-105011.wav,,,152,ballroom,
/home/jupyter/datasphere/project/medi_fma/fma_medium/001/001797.mp3,001797.mp3,1797.0,151,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/023/023505.mp3,023505.mp3,23505.0,120,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/042/042486.mp3,042486.mp3,42486.0,150,FMA,
/home/jupyter/datasphere/project/data/genres_original/rock/rock.00072.wav,rock,,103,gtzan,rock.00072.wav
/home/jupyter/datasphere/project/medi_fma/fma_medium/036/036653.mp3,036653.mp3,36653.0,118,FMA,
/home/jupyter/datasphere/project/data/genres_original/jazz/jazz.00032.wav,jazz,,129,gtzan,jazz.00032.wav
/home/jupyter/datasphere/project/medi_fma/fma_medium/041/041208.mp3,041208.mp3,41208.0,142,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/052/052225.mp3,052225.mp3,52225.0,176,FMA,
/home/jupyter/datasphere/project/data_groove/groove-v1.0.0/groove/drummer7/107_hiphop_70_fill_4-4.wav,,,70,groove,107_hiphop_70_fill_4-4.wav
/home/jupyter/datasphere/project/data/genres_original/country/country.00006.wav,country,,112,gtzan,country.00006.wav
/home/jupyter/datasphere/project/medi_fma/fma_medium/012/012997.mp3,012997.mp3,12997.0,161,FMA,
/home/jupyter/datasphere/project/data_groove/groove-v1.0.0/groove/drummer5/8_latin-venezuelan-merengue_162_beat_5-8.wav,,,162,groove,8_latin-venezuelan-merengue_162_beat_5-8.wav
/home/jupyter/datasphere/project/medi_fma/fma_medium/024/024176.mp3,024176.mp3,24176.0,100,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/047/047324.mp3,047324.mp3,47324.0,119,FMA,
/home/jupyter/datasphere/project/data/genres_original/blues/blues.00042.wav,blues,,89,gtzan,blues.00042.wav
/home/jupyter/datasphere/project/medi_fma/fma_medium/032/032084.mp3,032084.mp3,32084.0,133,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/062/062667.mp3,062667.mp3,62667.0,100,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/028/028199.mp3,028199.mp3,28199.0,167,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/030/030521.mp3,030521.mp3,30521.0,132,FMA,
/home/jupyter/datasphere/project/data/genres_original/blues/blues.00084.wav,blues,,112,gtzan,blues.00084.wav
/home/jupyter/datasphere/project/data/genres_original/pop/pop.00035.wav,pop,,108,gtzan,pop.00035.wav
/home/jupyter/datasphere/project/medi_fma/fma_medium/042/042276.mp3,042276.mp3,42276.0,55,FMA,
/home/jupyter/datasphere/project/ballroom_data/BallroomData/Waltz/Albums-Secret_Garden-06.wav,,,129,ballroom,
/home/jupyter/datasphere/project/medi_fma/fma_medium/110/110858.mp3,110858.mp3,110858.0,164,FMA,
/home/jupyter/datasphere/project/ballroom_data/BallroomData/Quickstep/Albums-Ballroom_Classics4-19.wav,,,103,ballroom,
/home/jupyter/datasphere/project/medi_fma/fma_medium/035/035551.mp3,035551.mp3,35551.0,116,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/020/020747.mp3,020747.mp3,20747.0,75,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/082/082904.mp3,082904.mp3,82904.0,155,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/014/014869.mp3,014869.mp3,14869.0,125,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/116/116579.mp3,116579.mp3,116579.0,140,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/053/053807.mp3,053807.mp3,53807.0,162,FMA,
/home/jupyter/datasphere/project/data/genres_original/classical/classical.00042.wav,classical,,199,gtzan,classical.00042.wav
/home/jupyter/datasphere/project/data_groove/groove-v1.0.0/groove/drummer8/12_latin_118_beat_4-4.wav,,,118,groove,12_latin_118_beat_4-4.wav
/home/jupyter/datasphere/project/medi_fma/fma_medium/036/036057.mp3,036057.mp3,36057.0,151,FMA,
/home/jupyter/datasphere/project/ballroom_data/BallroomData/Rumba-Misc/Media-105410.wav,,,92,ballroom,
/home/jupyter/datasphere/project/medi_fma/fma_medium/017/017860.mp3,017860.mp3,17860.0,143,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/050/050072.mp3,050072.mp3,50072.0,200,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/045/045016.mp3,045016.mp3,45016.0,85,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/010/010366.mp3,010366.mp3,10366.0,105,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/006/006669.mp3,006669.mp3,6669.0,148,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/029/029266.mp3,029266.mp3,29266.0,168,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/010/010449.mp3,010449.mp3,10449.0,80,FMA,
/home/jupyter/datasphere/project/data_groove/groove-v1.0.0/groove/drummer7/153_soul_98_fill_4-4.wav,,,98,groove,153_soul_98_fill_4-4.wav
/home/jupyter/datasphere/project/data/genres_original/pop/pop.00013.wav,pop,,144,gtzan,pop.00013.wav
/home/jupyter/datasphere/project/medi_fma/fma_medium/011/011914.mp3,011914.mp3,11914.0,113,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/015/015022.mp3,015022.mp3,15022.0,125,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/004/004108.mp3,004108.mp3,4108.0,164,FMA,
/home/jupyter/datasphere/project/ballroom_data/BallroomData/ChaChaCha/Media-104009.wav,,,117,ballroom,
/home/jupyter/datasphere/project/medi_fma/fma_medium/010/010684.mp3,010684.mp3,10684.0,123,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/016/016398.mp3,016398.mp3,16398.0,132,FMA,
/home/jupyter/datasphere/project/ballroom_data/BallroomData/Quickstep/Media-105715.wav,,,103,ballroom,
/home/jupyter/datasphere/project/ballroom_data/BallroomData/VienneseWaltz/Media-105318.wav,,,172,ballroom,
/home/jupyter/datasphere/project/medi_fma/fma_medium/035/035532.mp3,035532.mp3,35532.0,115,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/025/025383.mp3,025383.mp3,25383.0,85,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/059/059978.mp3,059978.mp3,59978.0,91,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/033/033464.mp3,033464.mp3,33464.0,96,FMA,
/home/jupyter/datasphere/project/ballroom_data/BallroomData/Samba/Media-103815.wav,,,96,ballroom,
/home/jupyter/datasphere/project/medi_fma/fma_medium/060/060276.mp3,060276.mp3,60276.0,89,FMA,
/home/jupyter/datasphere/project/ballroom_data/BallroomData/Tango/Media-105507.wav,,,129,ballroom,
/home/jupyter/datasphere/project/medi_fma/fma_medium/037/037727.mp3,037727.mp3,37727.0,133,FMA,
/home/jupyter/datasphere/project/data_groove/groove-v1.0.0/groove/drummer7/20_rock_118_fill_4-4.wav,,,118,groove,20_rock_118_fill_4-4.wav
/home/jupyter/datasphere/project/ballroom_data/BallroomData/Tango/Albums-Chrisanne3-06.wav,,,129,ballroom,
/home/jupyter/datasphere/project/data_groove/groove-v1.0.0/groove/drummer1/195_reggae_78_fill_4-4.wav,,,78,groove,195_reggae_78_fill_4-4.wav
/home/jupyter/datasphere/project/data_groove/groove-v1.0.0/groove/drummer1/127_afrocuban-bembe_122_fill_4-4.wav,,,122,groove,127_afrocuban-bembe_122_fill_4-4.wav
/home/jupyter/datasphere/project/data/genres_original/pop/pop.00041.wav,pop,,108,gtzan,pop.00041.wav
/home/jupyter/datasphere/project/medi_fma/fma_medium/052/052697.mp3,052697.mp3,52697.0,93,FMA,
/home/jupyter/datasphere/project/data_groove/groove-v1.0.0/groove/drummer1/248_funk-purdieshuffle_130_fill_4-4.wav,,,130,groove,248_funk-purdieshuffle_130_fill_4-4.wav
/home/jupyter/datasphere/project/data_groove/groove-v1.0.0/groove/drummer7/9_rock_95_fill_4-4.wav,,,95,groove,9_rock_95_fill_4-4.wav
/home/jupyter/datasphere/project/medi_fma/fma_medium/004/004105.mp3,004105.mp3,4105.0,148,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/050/050140.mp3,050140.mp3,50140.0,81,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/044/044203.mp3,044203.mp3,44203.0,143,FMA,
/home/jupyter/datasphere/project/data/genres_original/reggae/reggae.00088.wav,reggae,,108,gtzan,reggae.00088.wav
/home/jupyter/datasphere/project/medi_fma/fma_medium/000/000673.mp3,000673.mp3,673.0,170,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/007/007875.mp3,007875.mp3,7875.0,106,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/042/042745.mp3,042745.mp3,42745.0,100,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/023/023151.mp3,023151.mp3,23151.0,65,FMA,
/home/jupyter/datasphere/project/ballroom_data/BallroomData/VienneseWaltz/Media-104711.wav,,,161,ballroom,
/home/jupyter/datasphere/project/medi_fma/fma_medium/000/000679.mp3,000679.mp3,679.0,91,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/011/011032.mp3,011032.mp3,11032.0,102,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/001/001677.mp3,001677.mp3,1677.0,153,FMA,
/home/jupyter/datasphere/project/data_groove/groove-v1.0.0/groove/drummer1/241_funk-purdieshuffle_130_fill_4-4.wav,,,130,groove,241_funk-purdieshuffle_130_fill_4-4.wav
/home/jupyter/datasphere/project/data/genres_original/disco/disco.00089.wav,disco,,129,gtzan,disco.00089.wav
/home/jupyter/datasphere/project/medi_fma/fma_medium/108/108960.mp3,108960.mp3,108960.0,160,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/029/029039.mp3,029039.mp3,29039.0,85,FMA,
/home/jupyter/datasphere/project/data_groove/groove-v1.0.0/groove/drummer7/7_rock_120_beat_4-4.wav,,,120,groove,7_rock_120_beat_4-4.wav
/home/jupyter/datasphere/project/medi_fma/fma_medium/047/047746.mp3,047746.mp3,47746.0,201,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/020/020341.mp3,020341.mp3,20341.0,154,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/023/023862.mp3,023862.mp3,23862.0,153,FMA,
/home/jupyter/datasphere/project/ballroom_data/BallroomData/Rumba-American/Albums-GloriaEstefan_MiTierra-04.wav,,,117,ballroom,
/home/jupyter/datasphere/project/data/genres_original/country/country.00082.wav,country,,117,gtzan,country.00082.wav
/home/jupyter/datasphere/project/medi_fma/fma_medium/016/016127.mp3,016127.mp3,16127.0,130,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/005/005191.mp3,005191.mp3,5191.0,87,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/017/017781.mp3,017781.mp3,17781.0,99,FMA,
/home/jupyter/datasphere/project/data_groove/groove-v1.0.0/groove/drummer7/11_pop-soft_83_beat_4-4.wav,,,83,groove,11_pop-soft_83_beat_4-4.wav
/home/jupyter/datasphere/project/data/genres_original/jazz/jazz.00035.wav,jazz,,72,gtzan,jazz.00035.wav
/home/jupyter/datasphere/project/medi_fma/fma_medium/012/012175.mp3,012175.mp3,12175.0,161,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/028/028594.mp3,028594.mp3,28594.0,71,FMA,
/home/jupyter/datasphere/project/data/genres_original/metal/metal.00001.wav,metal,,78,gtzan,metal.00001.wav
/home/jupyter/datasphere/project/medi_fma/fma_medium/003/003568.mp3,003568.mp3,3568.0,59,FMA,
/home/jupyter/datasphere/project/ballroom_data/BallroomData/Waltz/Media-105001.wav,,,83,ballroom,
/home/jupyter/datasphere/project/medi_fma/fma_medium/091/091048.mp3,091048.mp3,91048.0,119,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/045/045101.mp3,045101.mp3,45101.0,167,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/003/003516.mp3,003516.mp3,3516.0,156,FMA,
/home/jupyter/datasphere/project/ballroom_data/BallroomData/Rumba-International/Albums-AnaBelen_Veneo-15.wav,,,117,ballroom,
/home/jupyter/datasphere/project/data/genres_original/jazz/jazz.00061.wav,jazz,,172,gtzan,jazz.00061.wav
/home/jupyter/datasphere/project/medi_fma/fma_medium/063/063306.mp3,063306.mp3,63306.0,135,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/038/038619.mp3,038619.mp3,38619.0,136,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/122/122624.mp3,122624.mp3,122624.0,92,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/058/058604.mp3,058604.mp3,58604.0,131,FMA,
/home/jupyter/datasphere/project/data_groove/groove-v1.0.0/groove/drummer7/96_hiphop_70_fill_4-4.wav,,,70,groove,96_hiphop_70_fill_4-4.wav
/home/jupyter/datasphere/project/medi_fma/fma_medium/011/011389.mp3,011389.mp3,11389.0,125,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/014/014803.mp3,014803.mp3,14803.0,137,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/075/075234.mp3,075234.mp3,75234.0,101,FMA,
/home/jupyter/datasphere/project/data/genres_original/country/country.00081.wav,country,,89,gtzan,country.00081.wav
/home/jupyter/datasphere/project/medi_fma/fma_medium/035/035945.mp3,035945.mp3,35945.0,159,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/020/020734.mp3,020734.mp3,20734.0,97,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/004/004466.mp3,004466.mp3,4466.0,180,FMA,
/home/jupyter/datasphere/project/data/genres_original/country/country.00059.wav,country,,136,gtzan,country.00059.wav
/home/jupyter/datasphere/project/data_groove/groove-v1.0.0/groove/drummer1/223_rock-halftime_140_fill_4-4.wav,,,140,groove,223_rock-halftime_140_fill_4-4.wav
/home/jupyter/datasphere/project/medi_fma/fma_medium/109/109073.mp3,109073.mp3,109073.0,157,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/023/023857.mp3,023857.mp3,23857.0,162,FMA,
/home/jupyter/datasphere/project/ballroom_data/BallroomData/Jive/Media-103611.wav,,,83,ballroom,
/home/jupyter/datasphere/project/data/genres_original/jazz/jazz.00018.wav,jazz,,103,gtzan,jazz.00018.wav
/home/jupyter/datasphere/project/medi_fma/fma_medium/046/046085.mp3,046085.mp3,46085.0,102,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/004/004285.mp3,004285.mp3,4285.0,160,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/015/015207.mp3,015207.mp3,15207.0,102,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/040/040526.mp3,040526.mp3,40526.0,176,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/019/019262.mp3,019262.mp3,19262.0,120,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/048/048973.mp3,048973.mp3,48973.0,125,FMA,
/home/jupyter/datasphere/project/data_groove/groove-v1.0.0/groove/drummer7/159_soul_98_beat_4-4.wav,,,98,groove,159_soul_98_beat_4-4.wav
/home/jupyter/datasphere/project/medi_fma/fma_medium/020/020731.mp3,020731.mp3,20731.0,100,FMA,
/home/jupyter/datasphere/project/data/genres_original/country/country.00092.wav,country,,161,gtzan,country.00092.wav
/home/jupyter/datasphere/project/ballroom_data/BallroomData/Tango/Media-105904.wav,,,129,ballroom,
/home/jupyter/datasphere/project/medi_fma/fma_medium/001/001680.mp3,001680.mp3,1680.0,111,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/034/034528.mp3,034528.mp3,34528.0,95,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/003/003840.mp3,003840.mp3,3840.0,158,FMA,
/home/jupyter/datasphere/project/data/genres_original/pop/pop.00034.wav,pop,,96,gtzan,pop.00034.wav
/home/jupyter/datasphere/project/ballroom_data/BallroomData/ChaChaCha/Albums-Mambo_Kings-03.wav,,,117,ballroom,
/home/jupyter/datasphere/project/medi_fma/fma_medium/087/087490.mp3,087490.mp3,87490.0,183,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/011/011772.mp3,011772.mp3,11772.0,89,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/040/040799.mp3,040799.mp3,40799.0,83,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/032/032458.mp3,032458.mp3,32458.0,65,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/082/082504.mp3,082504.mp3,82504.0,154,FMA,
/home/jupyter/datasphere/project/data_groove/groove-v1.0.0/groove/drummer1/237_rock-halftime_140_fill_4-4.wav,,,140,groove,237_rock-halftime_140_fill_4-4.wav
/home/jupyter/datasphere/project/medi_fma/fma_medium/015/015492.mp3,015492.mp3,15492.0,168,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/036/036959.mp3,036959.mp3,36959.0,125,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/048/048265.mp3,048265.mp3,48265.0,120,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/008/008280.mp3,008280.mp3,8280.0,132,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/068/068342.mp3,068342.mp3,68342.0,127,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/008/008279.mp3,008279.mp3,8279.0,147,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/057/057806.mp3,057806.mp3,57806.0,135,FMA,
/home/jupyter/datasphere/project/data/genres_original/classical/classical.00000.wav,classical,,96,gtzan,classical.00000.wav
/home/jupyter/datasphere/project/medi_fma/fma_medium/107/107480.mp3,107480.mp3,107480.0,102,FMA,
/home/jupyter/datasphere/project/data/genres_original/metal/metal.00040.wav,metal,,108,gtzan,metal.00040.wav
/home/jupyter/datasphere/project/medi_fma/fma_medium/026/026068.mp3,026068.mp3,26068.0,80,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/011/011793.mp3,011793.mp3,11793.0,156,FMA,
/home/jupyter/datasphere/project/data/genres_original/hiphop/hiphop.00044.wav,hiphop,,117,gtzan,hiphop.00044.wav
/home/jupyter/datasphere/project/medi_fma/fma_medium/016/016051.mp3,016051.mp3,16051.0,110,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/055/055255.mp3,055255.mp3,55255.0,160,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/017/017839.mp3,017839.mp3,17839.0,159,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/011/011888.mp3,011888.mp3,11888.0,199,FMA,
/home/jupyter/datasphere/project/data/genres_original/hiphop/hiphop.00017.wav,hiphop,,99,gtzan,hiphop.00017.wav
/home/jupyter/datasphere/project/medi_fma/fma_medium/011/011080.mp3,011080.mp3,11080.0,99,FMA,
/home/jupyter/datasphere/project/data_groove/groove-v1.0.0/groove/drummer7/19_hiphop_100_fill_4-4.wav,,,100,groove,19_hiphop_100_fill_4-4.wav
/home/jupyter/datasphere/project/data/genres_original/blues/blues.00020.wav,blues,,136,gtzan,blues.00020.wav
/home/jupyter/datasphere/project/data_groove/groove-v1.0.0/groove/drummer7/72_funk_100_beat_4-4.wav,,,100,groove,72_funk_100_beat_4-4.wav
/home/jupyter/datasphere/project/medi_fma/fma_medium/009/009863.mp3,009863.mp3,9863.0,182,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/034/034851.mp3,034851.mp3,34851.0,157,FMA,
/home/jupyter/datasphere/project/ballroom_data/BallroomData/Waltz/Albums-Ballroom_Magic-04.wav,,,117,ballroom,
/home/jupyter/datasphere/project/data_groove/groove-v1.0.0/groove/drummer9/11_rock_100_beat_4-4.wav,,,100,groove,11_rock_100_beat_4-4.wav
/home/jupyter/datasphere/project/data/genres_original/classical/classical.00061.wav,classical,,152,gtzan,classical.00061.wav
/home/jupyter/datasphere/project/medi_fma/fma_medium/040/040940.mp3,040940.mp3,40940.0,112,FMA,
/home/jupyter/datasphere/project/data_groove/groove-v1.0.0/groove/drummer6/6_rock_88_beat_4-4.wav,,,88,groove,6_rock_88_beat_4-4.wav
/home/jupyter/datasphere/project/medi_fma/fma_medium/000/000830.mp3,000830.mp3,830.0,84,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/118/118921.mp3,118921.mp3,118921.0,120,FMA,
/home/jupyter/datasphere/project/medi_fma/fma_medium/046/046148.mp3,046148.mp3,46148.0,125,FMA,
